src_selfies,tgt_selfies,src_qed,tgt_qed,src_smiles,tgt_smiles,pair_similarity
[C][O][C][=C][C][=C][Branch1][N][C@H1][Branch1][C][NH3+1][C][N][=C][NH1][N][=Ring1][Branch1][C][=C][Ring1][=N][O][C],[C][C][NH2+1][C@@H1][Branch1][=Branch2][C][C][=N][C][=C][S][Ring1][Branch1][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],0.7894194219882692,0.8494886806890721,COc1ccc([C@H]([NH3+])c2nc[nH]n2)cc1OC,CC[NH2+][C@@H](Cc1nccs1)c1ccc(OC)c(OC)c1,0.3584905660377358
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C@@][Branch1][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O],[C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F],0.7385202903352934,0.8561584444450423,CCc1ccccc1NC(=O)C(=O)NC[C@@]1(O)CCc2ccccc2C1,Cc1c(F)cccc1NC(=O)C(=O)NCc1ccccc1F,0.39285714285714285
[C][S][C][=N][S][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][=N][Ring1][P],[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=N][C][=Branch1][C][=O][N][C][=N][N][=C][S][Ring1][Branch1][C][C][Ring1][=C],0.8553312675443145,0.9168226536510982,CSc1nsc(NC(=O)C2CCN(C(C)=O)CC2)n1,CCN(CC)C(=O)N1CCC(C(=O)Nc2nncs2)CC1,0.39285714285714285
[C][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=C][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][Ring1][=C][C][Branch1][C][C][=C][Ring2][Ring1][Branch2],[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][Branch1][O][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1],0.7215613943974383,0.9002873466175323,Cc1ccc(NC(=O)c2ccc(COc3ccc(F)cc3)o2)c(C)c1,Cc1ccc(C)c(OCCC(=O)Nc2ccc(F)cc2C)c1,0.4262295081967213
[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][C][Branch1][N][C@H1][C][C][C][NH1+1][Branch1][C][C][C][Ring1][#Branch1][=N][Ring1][=N],[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][=C][C@H1][C][C][C][C][NH1+1][Ring1][=Branch1][C][Branch1][C][C][C][C][=N][Ring1][#C],0.8698017892592144,0.9370451508288895,Cc1nccn1-c1cccc([C@H]2CCC[NH+](C)C2)n1,Cc1nccn1-c1ccc([C@H]2CCCC[NH+]2C(C)C)cn1,0.39344262295081966
[C][C][=N][C][Branch2][Ring1][=C][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][O][C][C][C][Branch1][C][C][Branch1][C][C][O][=C][Ring1][N][=C][S][Ring2][Ring1][=Branch1],[C][C][C][=N][C][Branch2][Ring1][=Branch1][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][C][=C][S][Ring2][Ring1][C],0.8486454699953779,0.9207624607559329,Cc1nc([C@@H](C)NC(=O)c2cccc(CCC(C)(C)O)c2)cs1,CCc1nc([C@H](C)NC(=O)c2cn(C)nc2CC)cs1,0.35294117647058826
[C][C][=C][C][=C][Branch2][Ring1][Branch1][O][C][C][=Branch1][C][=O][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring2],[C][C][=C][C][=C][Branch2][Ring1][O][O][C][C][=Branch1][C][=O][N][C][C][C][=C][Branch1][O][S][C][Branch1][C][N][=C][Ring1][=Branch1][C][#N][C][Ring1][N][C][=C][Ring2][Ring1][=Branch1],0.8691560346670116,0.9390156687875408,Cc1ccc(OCC(=O)N2CCOc3ccccc32)cc1,Cc1ccc(OCC(=O)N2CCc3c(sc(N)c3C#N)C2)cc1,0.3582089552238806
[O][=C][Branch2][Ring1][=Branch1][N][C][C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][C][C][C][C][C][Ring1][=N][N][C][C][O][C][C@@H1][Ring1][=Branch1][C][C][C][Ring1][Ring1],[O][=C][Branch1][N][N][C][C][=N][C][=C][C][=C][Ring1][=Branch1][F][N][C][C][O][C][C@@H1][Ring1][=Branch1][C][C][C][Ring1][Ring1],0.8105665436523539,0.912862211684896,O=C(NCC1(CN2CCOCC2)CCCCC1)N1CCOC[C@@H]1C1CC1,O=C(NCc1ncccc1F)N1CCOC[C@@H]1C1CC1,0.4375
[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring2][Ring1][Branch2],[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.8174138926771196,0.9288047451967817,CC(C)c1ccc([C@@H]2CCCN2C(=O)CNC(=O)NCc2ccco2)cc1,CC(C)(C)C(=O)NCC(=O)N1CCC[C@@H]1c1ccccc1,0.4838709677419355
[C][C@H1][C][N][Branch2][Ring1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][C][C@@H1][Branch1][C][C][O][Ring2][Ring1][=Branch1],[C][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],0.7892764902687218,0.8893512386097139,C[C@@H]1CN(CCCCNC(=O)c2cccc(Cl)c2Cl)C[C@H](C)O1,CS(=O)(=O)[N-]c1ccccc1NC(=O)c1cccc(Cl)c1Cl,0.36065573770491804
[C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch1],[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][Ring1][O][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch1],0.8689575380167978,0.9332611802244165,COc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)c(OC)c1,COc1ccc(NC(=O)C2=Cc3ccccc3OC=C2)c(OC)c1,0.45
[C][C][S@@][=Branch1][C][=O][C@H1][C][C][C][C@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][=Branch1],[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],0.7898474003863377,0.9030452055230953,CC[S@@](=O)[C@H]1CCC[C@H](NC(=O)NCc2ccccc2OC(C)(C)C)C1,CC(C)(C)OC(=O)NC[C@@H]1CCCN1C(=O)Cc1ccccc1Cl,0.3698630136986301
[C][C][N][C][=Branch1][C][=O][C@][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][C][N][Branch1][N][C][=Branch1][C][=O][C][C][=C][NH1][N][=Ring1][Branch1][C][Ring2][Ring1][#Branch2],[C][C][=C][C][=C][C][Branch2][Ring2][Ring2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][N][Branch1][O][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][C][Ring1][=C][=C][Ring2][Ring1][O],0.6448759942015209,0.8645623601534386,CCNC(=O)[C@]1(Cc2ccccc2-c2cccnc2)CCCN(C(=O)c2cc[nH]n2)C1,Cc1cccc(-c2ccccc2C[C@@]2(C(N)=O)CCN(C(=O)C3CCC3)C2)c1,0.36046511627906974
[C][S@][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][C][C][NH2+1][C][C@H1][C][N][C][C][C][C][C@@H1][Ring1][=Branch1][C][O][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1],[C][C@@H1][Branch1][P][NH2+1][C][C@H1][C][N][C][C][C][C][C@@H1][Ring1][=Branch1][C][O][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],0.8693527658538509,0.935615965069142,C[S@](=O)c1ccc(C[NH2+]C[C@H]2CN3CCCC[C@@H]3CO2)cc1,C[C@@H]([NH2+]C[C@H]1CN2CCCC[C@@H]2CO1)c1ccc2ccccc2n1,0.44776119402985076
[C][C][=C][C][Branch2][Ring1][Ring2][C][N][C][C][NH1+1][Branch1][=Branch2][C][C][O][C][Branch1][C][C][C][C][C][Ring1][N][=C][C][=C][Ring2][Ring1][Ring1][F],[C][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][N][C][C][NH1+1][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring1][=N][=C][Ring2][Ring1][Ring2],0.8508132153280439,0.9119615925473926,Cc1cc(CN2CC[NH+](CCOC(C)C)CC2)ccc1F,Cc1cccc(CN2CC[NH+](Cc3ccncc3)CC2)c1,0.3559322033898305
[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][Branch1][Ring1][N][C][=N][Ring1][Branch2],[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][Branch1][C][Br][=C][S][Ring1][=Branch1],0.864277182031673,0.9245604424268855,CCOc1ccccc1OCc1cccc(NC)n1,CCOc1ccccc1Nc1nc(Br)cs1,0.35294117647058826
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],[C][C][N][=C][Branch1][C][C][N][Branch2][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][=Ring2][Ring1][Ring1],0.856903197496521,0.9327059907817952,Cc1ccccc1NC(=O)CN[C@H](C)c1ccc(Br)cc1,Cc1nc(C)n(CC(=O)N[C@@H](C)c2ccc(Br)cc2)n1,0.4
[C][C][=C][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][Ring1][#Branch2][=N][Ring1][=C][=C][C][=C][Ring2][Ring1][=Branch2][Br],[C][C][=C][C][=C][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][Branch1][C][O-1][=N][Ring1][N][=C][Ring2][Ring1][#Branch1],0.47697375586437823,0.6740865357069546,Cc1cc(NC(=O)CSc2nnc3c4ccccc4n(C)c3n2)ccc1Br,Cc1cccc(NC(=O)CSc2nnc(CCC(=O)[O-])c([O-])n2)c1,0.410958904109589
[C][O][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][Branch2][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][S][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][Ring2][Ring1][=Branch1][O][C],[C][C][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@@H1][S][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1],0.8548200847899979,0.9361724182680269,COc1cc(C)c([C@H](C)NC(=O)[C@H]2SCCc3ccccc32)cc1OC,CC[C@@H](NC(=O)[C@@H]1SCCc2ccccc21)c1ccncc1,0.484375
[C][C][C][=C][Branch1][C][C][S][C][Branch1][S][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][P][C][=Branch1][C][=O][O][C],[C][O][C][=Branch1][C][=O][C][=C][Branch1][=C][N][C][=Branch1][C][=O][C][S][C][=N][C][=Ring1][Branch1][C][S][C][Branch1][C][C][=C][Ring1][#C][C],0.8227653285883435,0.8841784975446311,CCc1c(C)sc(NC(=O)COc2ccccc2)c1C(=O)OC,COC(=O)c1c(NC(=O)c2scnc2C)sc(C)c1C,0.3728813559322034
[C][C@@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=C][N-1][N][=Ring1][Branch1],[C][C@@H1][Branch1][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Ring1][=Branch1],0.8380239315899883,0.9046549787511613,C[C@@H](C(=O)NCC1CCCCC1)S(=O)(=O)c1nc[n-]n1,C[C@@H](Oc1ccccc1C#N)C(=O)NCC1CCCCC1,0.39344262295081966
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring1][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#C],0.8599880105055944,0.9294974128416248,Cc1ccccc1NC(=O)C(=O)N(C)Cc1cccc(C(F)(F)F)c1,CC(C)C(=O)Nc1cccc(CN(C)C(=O)C(F)(F)F)c1,0.4067796610169492
[O][=C][Branch2][Ring1][Ring2][C][O][C][=C][C][=C][Branch1][Branch2][N][C][=N][N][=N][Ring1][Branch1][C][=C][Ring1][O][N][C][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][Ring1][=N],[C][O][C][C][O][C][C][=Branch1][C][=O][N][C][C][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][C][Ring1][=N],0.6661734996878046,0.7491777282471526,O=C(COc1ccc(-n2cnnn2)cc1)N1CCN(c2ccccc2F)CC1,COCCOCC(=O)N1CCN(c2ccccc2Cl)CC1,0.375
[C][N][N][=C][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][Branch2],[O][=C][Branch1][#C][N][C][C@@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],0.8695904266418298,0.9461419613663018,Cn1ncnc1NC(=O)NC[C@H]1Cc2ccccc21,O=C(NC[C@@H]1Cc2ccccc21)c1ncccc1C(F)(F)F,0.45
[C][C@@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C@H1][C][C][C][NH1+1][Branch1][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][O][Ring1][Branch2],[C][C@@H1][Branch1][=Branch2][C][N][C][=C][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][O][Ring1][Branch2],0.7690604925971842,0.8735424123514705,C[C@@H](NC(=O)N[C@H]1CCC[NH+](C)C1)c1ccc2c(c1)OCCCO2,C[C@H](NC(=O)N[C@@H](C)Cn1cccn1)c1ccc2c(c1)OCCCO2,0.47761194029850745
[O][=C][Branch2][Ring1][Branch1][O][C][C][C][N][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring1][O][C][=C][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=C][Ring1][N],[O][=C][Branch1][#C][N][C][=N][C@H1][C][C][C][C][C@@H1][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=C][Ring1][N],0.8089198952372895,0.8853824839436047,O=C(OC1CCN(CC(F)(F)F)CC1)c1cccc(NC(=O)C2CC2)c1,O=C(NC1=N[C@H]2CCCC[C@@H]2S1)c1cccc(NC(=O)C2CC2)c1,0.3939393939393939
[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][P][C],[C][C][=C][C][Branch1][#Branch2][O][C][=N][C][=C][C][=N][Ring1][=Branch1][=C][C][=C][Ring1][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][C],0.794234544815361,0.8843909838095928,CC(=O)Nc1c(C)cc(NC(=O)N[C@@H](C)C(C)(C)C)cc1C,Cc1cc(Oc2ncccn2)ccc1NC(=O)N[C@@H](C)C(C)(C)C,0.42592592592592593
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][O][C@H1][Branch1][C][C][C][Ring1][Branch2],[C][O][C][=C][C][=C][Branch2][Ring1][#C][N][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2],0.792077403448338,0.8603395275913186,Cc1ccccc1NC(=O)C(=O)N1C[C@@H](C)O[C@@H](C)C1,COc1ccc(N2CCN(C(=O)C(=O)Nc3ccccc3C)CC2)cc1,0.5
[N][#C][C][=C][C][=C][C][Branch1][S][C][N][C][C@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][P],[N][#C][C][=C][C][=C][C][Branch2][Ring1][O][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2],0.8586606409916072,0.9241268271833591,N#Cc1cccc(CNC[C@H](O)c2ccccc2)c1,N#Cc1cccc(CNC(=O)[C@@H]2CCCCN2C(=O)c2ccccc2)c1,0.4
[C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C][Branch1][C][C][Branch1][C][C][C][Ring2][Ring1][C],[C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C@@H1][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][Branch2][C][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0.7150742831073413,0.9240022319094332,Cc1nn(-c2ccccc2)c2c1[C@H](NC(=O)c1ccccc1F)CC(C)(C)C2,CCS(=O)(=O)N[C@@H]1CC(C)(C)Cc2c1cnn2-c1ccccc1C,0.352112676056338
[C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#C][C][=N][O][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][Ring1][Branch2][=C][Ring1][=C],[C][C][=N][C][Branch2][Ring1][Branch2][C][=C][C][=C][C][Branch1][=C][N][C][=Branch1][C][=O][C@@H1][C][C][O][C@@H1][Ring1][Branch1][C][=C][Ring1][#C][=N][O][Ring2][Ring1][Ring2],0.8443525409382902,0.9376134721919988,CCC(CC)CNC(=O)c1cccc(-c2noc(C3CC3)n2)c1,Cc1nc(-c2cccc(NC(=O)[C@@H]3CCO[C@@H]3C)c2)no1,0.352112676056338
[C][O][C][=C][C][=C][Branch1][C][F][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C@H1][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring1],[C][O][C][=C][C][=C][Branch1][C][F][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][F][=C][Ring2][Ring1][Ring1],0.8622251141528053,0.941098897678058,COc1ccc(F)c(NC(=O)N[C@H]2CCC[C@H]2C(=O)[O-])c1,COc1ccc(F)c(NC(=O)c2cccc(OC)c2F)c1,0.423728813559322
[C][C][NH1+1][Branch2][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][C@@H1][Branch1][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],[C][C][Branch1][C][C][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=N],0.8293904484357338,0.9298203698508117,CC[NH+](Cc1ccccc1N1CCN(C(C)=O)CC1)[C@@H](C)c1ccc(F)cc1,CC(C)[C@H](C)NC(=O)N1CCN(c2ccc(F)cc2)CC1,0.35
[C][C@H1][O][C][=C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=C][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Ring2][Ring1][=Branch2][=O],[C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][O],0.8495223548783574,0.9170999569241092,C[C@H]1Oc2ccc(NC(=O)CC(C)(C)C)cc2CN(C2CCCCC2)C1=O,CC(C)(C)CC(=O)Nc1ccc(-n2ccnc2)cc1,0.35384615384615387
[C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][=C],[C][C][O][C][C@H1][C][C][N][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][C][C][C][C@@H1][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Ring2][Ring1][Ring2],0.631173421090691,0.8948786669497449,COC(=O)CC(=O)N1CCC(Cc2ccc(F)cc2)CC1,CCOC[C@H]1CCN(C(=O)N[C@H]2CCC[C@@H]2c2ccc(F)cc2)C1,0.4032258064516129
[C][S][=Branch1][C][=O][=Branch1][C][=O][C@H1][C][C][C][C@@H1][Branch1][S][NH1+1][Branch1][Ring2][C][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P],[C][S][=Branch1][C][=O][=Branch1][C][=O][C@H1][C][C][C][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][Ring2][Ring1][Ring1],0.8002895832601701,0.9126589456683991,CS(=O)(=O)[C@H]1CCC[C@@H]([NH+](CCO)Cc2ccccc2)C1,CS(=O)(=O)[C@H]1CCC[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)C1,0.3684210526315789
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][P][O][C][C][=Branch1][C][=O][N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C][=C][Ring2][Ring1][C],[C][C@H1][C][C][C][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][Branch2][C][=N][N][=C][O][Ring1][Branch1][C][=C][Ring1][O][C@@H1][Ring2][Ring1][=Branch1][C],0.8491309581429279,0.9120193822773394,COC(=O)c1ccc(OCC(=O)N[C@@H]2CCCC[C@H]2C)cc1,C[C@@H]1[C@@H](C)CCC[C@H]1NC(=O)COc1ccc(-c2nnco2)cc1,0.5
[C][C][C@H1][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][C][=C][Ring2][Ring1][=Branch1],[O][=C][Branch1][=C][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Cl][C@@H1][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1],0.8312237674188451,0.9175241544703759,CC[C@H](C)Oc1ccc(NC(=O)[C@@H]2CCCCN2C(=O)c2ccco2)cc1,O=C(Nc1cc(F)ccc1Cl)[C@@H]1CCCCN1C(=O)c1ccco1,0.5217391304347826
[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][C][C][C],[C][C][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1],0.7832120778969357,0.8841170370145026,CCC(CC)C(=O)Nc1ccccc1[C@H](C)CC,CC[C@H](C)c1ccccc1NC(=O)c1ccc(C)o1,0.5681818181818182
[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],[C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][C][Ring1][=C],0.8083136612524731,0.9451725752532564,CCCC(CCC)C(=O)Nc1nccs1,CN(c1ccccc1)C1CCN(C(=O)Nc2nccs2)CC1,0.41509433962264153
[C][C][=C][C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][=C][C][=C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][N][C][Branch1][C][C][C],[C][C][=C][C][=C][Branch1][S][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][P][C],0.7191981816895303,0.8853795321896243,Cc1cc(NC(=O)NCCc2cc(F)cc(F)c2)ccc1C(=O)NC(C)C,Cc1ccc(NC(=O)NCc2cccnc2)cc1C,0.3709677419354839
